sourceId,difficulty,primaryTheme,reviewStatus,legalSetup,legalSolution,lineEndsOnPlayerMove,noPrematureTerminal,uniquePositionAndLine,qualityBounds,inclusionReason
QEOYY,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 100, 1592 plays, and rating deviation 77"
QIqJ1,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1034 plays, and rating deviation 75"
QJBOc,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4416 plays, and rating deviation 75"
QOnwR,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3795 plays, and rating deviation 76"
QQYgu,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1039 plays, and rating deviation 77"
QUix7,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 4758 plays, and rating deviation 76"
QdgAL,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3573 plays, and rating deviation 74"
Qdp88,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1357 plays, and rating deviation 75"
Qdzom,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1037 plays, and rating deviation 78"
QhblN,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4441 plays, and rating deviation 77"
QlhHO,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 14246 plays, and rating deviation 77"
QnO7c,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1460 plays, and rating deviation 75"
QtPMd,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 5485 plays, and rating deviation 76"
Qw7tY,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1410 plays, and rating deviation 77"
R6CfE,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3875 plays, and rating deviation 75"
R7oOx,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 4095 plays, and rating deviation 74"
R8I0H,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4022 plays, and rating deviation 77"
RBpFI,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1009 plays, and rating deviation 78"
RFnYd,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4601 plays, and rating deviation 76"
RGpDi,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 98, 3883 plays, and rating deviation 75"
RJpKc,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4865 plays, and rating deviation 75"
RNXUh,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1048 plays, and rating deviation 75"
RX7U0,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3734 plays, and rating deviation 77"
RXu0R,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3465 plays, and rating deviation 75"
Rht8t,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 2153 plays, and rating deviation 76"
RkQqg,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1235 plays, and rating deviation 78"
RoWld,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1352 plays, and rating deviation 78"
Rpqco,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1069 plays, and rating deviation 76"
RvTd0,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1516 plays, and rating deviation 78"
RxTqJ,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 5249 plays, and rating deviation 77"
S5QCB,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4037 plays, and rating deviation 76"
S5iby,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 4821 plays, and rating deviation 76"
S9ZyG,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4042 plays, and rating deviation 77"
SEE5v,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3664 plays, and rating deviation 76"
SK3jG,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 3913 plays, and rating deviation 74"
SV1kB,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 6878 plays, and rating deviation 77"
SX6Fx,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5252 plays, and rating deviation 78"
SdmW3,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 99, 1032 plays, and rating deviation 75"
Sgfx6,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 3905 plays, and rating deviation 75"
SkFR7,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 4396 plays, and rating deviation 77"
SqLTu,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 6571 plays, and rating deviation 77"
SsCKw,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3380 plays, and rating deviation 77"
StfjX,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1087 plays, and rating deviation 79"
TC62o,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3996 plays, and rating deviation 76"
TKPXc,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 99, 1069 plays, and rating deviation 76"
TNcCS,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3543 plays, and rating deviation 76"
TO81v,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1030 plays, and rating deviation 79"
TjTxC,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3404 plays, and rating deviation 75"
Tkp9I,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3386 plays, and rating deviation 76"
To9Bd,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4150 plays, and rating deviation 77"
Tuzwy,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4246 plays, and rating deviation 76"
U3nka,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1223 plays, and rating deviation 76"
U4Emj,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 100, 1586 plays, and rating deviation 77"
U65yH,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1467 plays, and rating deviation 75"
U6rKB,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 99, 1226 plays, and rating deviation 75"
U836e,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4741 plays, and rating deviation 76"
U91LW,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 5008 plays, and rating deviation 75"
UPfj4,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5703 plays, and rating deviation 75"
UPoTk,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4299 plays, and rating deviation 74"
UPxPK,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4243 plays, and rating deviation 75"
UQYhM,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4480 plays, and rating deviation 76"
UaDyb,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4344 plays, and rating deviation 75"
UaNdl,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 98, 3555 plays, and rating deviation 78"
Uix0J,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1299 plays, and rating deviation 77"
UkY10,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 2782 plays, and rating deviation 77"
UkkOu,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 99, 1031 plays, and rating deviation 76"
UnGDX,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4387 plays, and rating deviation 74"
Uxzqy,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 5738 plays, and rating deviation 75"
V4vU0,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 98, 2767 plays, and rating deviation 76"
V5vPO,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 5970 plays, and rating deviation 76"
V660k,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 98, 4529 plays, and rating deviation 77"
V6R99,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 4570 plays, and rating deviation 74"
VFRWR,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2081 plays, and rating deviation 80"
VG9xO,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4197 plays, and rating deviation 75"
VSYAO,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 3338 plays, and rating deviation 76"
VYbvj,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 98, 1506 plays, and rating deviation 76"
VZcBJ,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3687 plays, and rating deviation 75"
VbfS5,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4177 plays, and rating deviation 75"
VccqF,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4147 plays, and rating deviation 75"
VgTK8,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 4386 plays, and rating deviation 75"
Vi29f,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3520 plays, and rating deviation 78"
Vkfa7,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3551 plays, and rating deviation 75"
Vmkkl,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 3317 plays, and rating deviation 75"
Vnzyk,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1917 plays, and rating deviation 78"
VtoNX,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 100, 1092 plays, and rating deviation 77"
VtvcA,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 100, 1657 plays, and rating deviation 77"
WHclj,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4247 plays, and rating deviation 75"
WKBJY,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4814 plays, and rating deviation 76"
WKYIx,hard,advancedPawn,approved,true,true,true,true,true,true,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1041 plays, and rating deviation 75"
WPUyb,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4354 plays, and rating deviation 75"
WSgyP,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3363 plays, and rating deviation 76"
WTnR2,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3726 plays, and rating deviation 76"
WTrXY,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3557 plays, and rating deviation 77"
WZqS5,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1084 plays, and rating deviation 75"
WafSW,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1120 plays, and rating deviation 76"
Wjft4,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 9514 plays, and rating deviation 75"
WlwUS,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 3971 plays, and rating deviation 76"
Wq8OW,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2870 plays, and rating deviation 80"
Wqfdj,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4273 plays, and rating deviation 75"
WuxN7,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2605 plays, and rating deviation 77"
Wvenm,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1885 plays, and rating deviation 76"
Wyo4y,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3740 plays, and rating deviation 75"
WzNXU,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 6410 plays, and rating deviation 74"
X1pV9,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1041 plays, and rating deviation 74"
X5c5O,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 4112 plays, and rating deviation 75"
X7byR,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 4626 plays, and rating deviation 76"
XDQto,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1325 plays, and rating deviation 77"
XIdpN,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 5999 plays, and rating deviation 75"
XJ6TL,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 100, 1286 plays, and rating deviation 76"
XKyQ4,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3391 plays, and rating deviation 77"
XTJuF,easy,advancedPawn,approved,true,true,true,true,true,true,"Approved easy Advanced pawn tactics puzzle with popularity 100, 13527 plays, and rating deviation 75"
XXp6g,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1367 plays, and rating deviation 77"
XmDXX,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3604 plays, and rating deviation 75"
XpdRd,easy,promotion,approved,true,true,true,true,true,true,"Approved easy Promotion puzzle with popularity 100, 4339 plays, and rating deviation 76"
XvhqG,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 100, 1528 plays, and rating deviation 79"
Xw11f,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3931 plays, and rating deviation 75"
XwD3t,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 6700 plays, and rating deviation 76"
XxwyZ,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 98, 2203 plays, and rating deviation 77"
Y0eDs,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 98, 2511 plays, and rating deviation 75"
Y0k3G,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3543 plays, and rating deviation 76"
Y0x7B,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3809 plays, and rating deviation 77"
Y2UUk,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3843 plays, and rating deviation 77"
Y2wGz,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 100, 1333 plays, and rating deviation 76"
YGwcZ,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4971 plays, and rating deviation 75"
YIQz7,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1048 plays, and rating deviation 77"
YLNfg,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4894 plays, and rating deviation 74"
YOCvT,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 3978 plays, and rating deviation 76"
YP6DB,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4054 plays, and rating deviation 75"
YQqSg,hard,deflection,approved,true,true,true,true,true,true,"Approved hard Deflection puzzle with popularity 98, 2496 plays, and rating deviation 75"
YS0wW,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2333 plays, and rating deviation 77"
YYrj5,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 98, 2423 plays, and rating deviation 79"
YcvxH,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 5444 plays, and rating deviation 77"
YgRnX,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1438 plays, and rating deviation 75"
Yi9wf,hard,pin,approved,true,true,true,true,true,true,"Approved hard Pin puzzle with popularity 100, 1097 plays, and rating deviation 77"
YkM7B,easy,skewer,approved,true,true,true,true,true,true,"Approved easy Skewer puzzle with popularity 100, 3553 plays, and rating deviation 76"
YtJsl,hard,discoveredAttack,approved,true,true,true,true,true,true,"Approved hard Discovered attack puzzle with popularity 100, 1151 plays, and rating deviation 76"
Yu3nP,hard,skewer,approved,true,true,true,true,true,true,"Approved hard Skewer puzzle with popularity 98, 1389 plays, and rating deviation 76"
Yxv4P,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4472 plays, and rating deviation 76"
Z2Da9,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 5183 plays, and rating deviation 75"
Z2PVU,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 13109 plays, and rating deviation 76"
Z6pek,easy,sacrifice,approved,true,true,true,true,true,true,"Approved easy Sacrifice puzzle with popularity 100, 5334 plays, and rating deviation 75"
ZDfj6,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 4171 plays, and rating deviation 75"
ZF3EI,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3401 plays, and rating deviation 74"
ZJU2m,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4090 plays, and rating deviation 75"
ZLspT,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3767 plays, and rating deviation 75"
ZMyOz,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 3375 plays, and rating deviation 75"
ZOWhk,medium,promotion,approved,true,true,true,true,true,true,"Approved medium Promotion puzzle with popularity 100, 4704 plays, and rating deviation 75"
ZV3pY,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 7215 plays, and rating deviation 79"
ZZRDX,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 5596 plays, and rating deviation 74"
Zbhfg,hard,promotion,approved,true,true,true,true,true,true,"Approved hard Promotion puzzle with popularity 99, 1376 plays, and rating deviation 77"
Zcp3Y,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 100, 1222 plays, and rating deviation 76"
ZdDoT,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 2818 plays, and rating deviation 76"
ZkDCE,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3607 plays, and rating deviation 76"
ZkGZ7,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1369 plays, and rating deviation 76"
Zm7Ng,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 15546 plays, and rating deviation 77"
ZpyS3,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 4656 plays, and rating deviation 75"
Zr9vc,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4268 plays, and rating deviation 76"
ZrX4f,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 99, 1272 plays, and rating deviation 76"
ZsAx3,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 4262 plays, and rating deviation 75"
ZuMp7,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4654 plays, and rating deviation 75"
Zwx8c,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4942 plays, and rating deviation 76"
ZztCo,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 7442 plays, and rating deviation 75"
a4HmU,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1156 plays, and rating deviation 75"
a4ygj,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4777 plays, and rating deviation 74"
a64Y8,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4484 plays, and rating deviation 75"
a7fEX,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3789 plays, and rating deviation 77"
aBjw2,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 100, 1179 plays, and rating deviation 77"
aCRht,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4341 plays, and rating deviation 78"
aDp7m,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 8091 plays, and rating deviation 75"
aMC32,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 98, 2240 plays, and rating deviation 78"
aNaDA,easy,fork,approved,true,true,true,true,true,true,"Approved easy Fork puzzle with popularity 100, 4154 plays, and rating deviation 75"
aWeKV,easy,pin,approved,true,true,true,true,true,true,"Approved easy Pin puzzle with popularity 100, 5012 plays, and rating deviation 76"
aXTcw,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1095 plays, and rating deviation 74"
aXdeB,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2223 plays, and rating deviation 77"
aftj6,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4575 plays, and rating deviation 76"
ao815,medium,fork,approved,true,true,true,true,true,true,"Approved medium Fork puzzle with popularity 100, 3669 plays, and rating deviation 74"
au51B,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3749 plays, and rating deviation 76"
b3xKD,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1009 plays, and rating deviation 75"
b4Vqb,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3543 plays, and rating deviation 74"
b67t3,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3866 plays, and rating deviation 79"
b6UWJ,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 98, 2428 plays, and rating deviation 76"
b6nb7,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3816 plays, and rating deviation 75"
b7BFZ,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3587 plays, and rating deviation 75"
bFvkb,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 98, 1482 plays, and rating deviation 74"
bLWkN,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 5304 plays, and rating deviation 75"
bWMCr,medium,deflection,approved,true,true,true,true,true,true,"Approved medium Deflection puzzle with popularity 100, 3455 plays, and rating deviation 75"
bYgo4,medium,discoveredAttack,approved,true,true,true,true,true,true,"Approved medium Discovered attack puzzle with popularity 100, 4430 plays, and rating deviation 76"
bZz9s,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 3550 plays, and rating deviation 76"
bfTP4,medium,skewer,approved,true,true,true,true,true,true,"Approved medium Skewer puzzle with popularity 100, 3807 plays, and rating deviation 76"
c1G5m,hard,fork,approved,true,true,true,true,true,true,"Approved hard Fork puzzle with popularity 98, 3072 plays, and rating deviation 77"
c93hf,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 5171 plays, and rating deviation 75"
cHtP3,medium,advancedPawn,approved,true,true,true,true,true,true,"Approved medium Advanced pawn tactics puzzle with popularity 100, 4766 plays, and rating deviation 75"
cIFcj,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3316 plays, and rating deviation 76"
cN3Cj,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 100, 1064 plays, and rating deviation 77"
cQe7q,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 98, 2808 plays, and rating deviation 78"
cRCiL,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 6830 plays, and rating deviation 75"
cRlNW,easy,discoveredAttack,approved,true,true,true,true,true,true,"Approved easy Discovered attack puzzle with popularity 100, 4897 plays, and rating deviation 76"
cTJH9,hard,mate,approved,true,true,true,true,true,true,"Approved hard Mate puzzle with popularity 99, 1110 plays, and rating deviation 75"
cTQaV,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3499 plays, and rating deviation 77"
cUEU8,medium,sacrifice,approved,true,true,true,true,true,true,"Approved medium Sacrifice puzzle with popularity 100, 4626 plays, and rating deviation 76"
cUg5u,hard,sacrifice,approved,true,true,true,true,true,true,"Approved hard Sacrifice puzzle with popularity 99, 1186 plays, and rating deviation 75"
cVay9,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4263 plays, and rating deviation 77"
cblxy,medium,pin,approved,true,true,true,true,true,true,"Approved medium Pin puzzle with popularity 100, 3299 plays, and rating deviation 76"
cexc3,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 3981 plays, and rating deviation 75"
cgozN,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 15999 plays, and rating deviation 76"
ciOK6,easy,deflection,approved,true,true,true,true,true,true,"Approved easy Deflection puzzle with popularity 100, 4268 plays, and rating deviation 77"
conTx,easy,mate,approved,true,true,true,true,true,true,"Approved easy Mate puzzle with popularity 100, 4181 plays, and rating deviation 76"
cpJZj,medium,mate,approved,true,true,true,true,true,true,"Approved medium Mate puzzle with popularity 100, 4552 plays, and rating deviation 77"
