sourceId,sourceFen,setupMove,playableFen,solutionMoves,rating,difficulty,popularity,ratingDeviation,numberOfPlays,themes,reviewStatus,inclusionReason
WTnR2,7r/pR5p/2rbk1q1/3Npp2/7Q/2p2P2/P5PP/3R2K1 b - - 1 34,c3c2,7r/pR5p/2rbk1q1/3Npp2/7Q/5P2/P1p3PP/3R2K1 w - - 0 35,b7e7 d6e7 h4e7,1550,medium,100,76,3726,mate mateIn2 middlegame sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3726 plays, and rating deviation 76"
WTrXY,6rk/1b3Rp1/p1pq2Pp/Pp1p3Q/1P6/6RP/6PK/4r3 b - - 1 38,d6e5,6rk/1b3Rp1/p1p3Pp/Pp1pq2Q/1P6/6RP/6PK/4r3 w - - 2 39,h5h6 g7h6 f7h7,1423,medium,100,77,3557,kingsideAttack mate mateIn2 middlegame sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3557 plays, and rating deviation 77"
WZqS5,5r1B/3k3p/3n4/p2R4/5K2/1P3N2/3N1q1P/R2Q4 w - - 1 31,f4g4,5r1B/3k3p/3n4/p2R4/6K1/1P3N2/3N1q1P/R2Q4 b - - 2 31,f2g2 g4h5 g2g6 h5h4 f8f4 h4h3 g6g4,2057,hard,99,75,1084,mate mateIn4 middlegame veryLong,approved,"Approved hard Mate puzzle with popularity 99, 1084 plays, and rating deviation 75"
WafSW,3rrnk1/pb2b1pp/1qp1pN2/1p1nN1BQ/1P1P4/2PB4/P4PPP/R4RK1 b - - 0 18,e7f6,3rrnk1/pb4pp/1qp1pb2/1p1nN1BQ/1P1P4/2PB4/P4PPP/R4RK1 w - - 0 19,d3h7 f8h7 h5f7 g8h8 e5g6,2099,hard,100,76,1120,kingsideAttack long mate mateIn3 middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 100, 1120 plays, and rating deviation 76"
Wjft4,b4r1k/5pp1/p3p1Np/1pQ5/1Pp1q3/7P/6RK/8 b - - 3 41,h8g8,b4rk1/5pp1/p3p1Np/1pQ5/1Pp1q3/7P/6RK/8 w - - 4 42,c5f8 g8h7 f8h8,1154,easy,100,75,9514,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 9514 plays, and rating deviation 75"
WlwUS,8/1R6/5P2/4K1k1/8/p2P4/8/4r3 w - - 1 44,e5d4,8/1R6/5P2/6k1/3K4/p2P4/8/4r3 b - - 2 44,a3a2 b7a7 a2a1q a7a1 e1a1,1276,easy,100,76,3971,advancedPawn crushing endgame long promotion rookEndgame,approved,"Approved easy Promotion puzzle with popularity 100, 3971 plays, and rating deviation 76"
Wq8OW,r3kb1r/pp3ppp/1q1p4/6N1/2pnPBn1/2NP4/PPPQ2PP/R4RK1 w kq - 0 13,c3d5,r3kb1r/pp3ppp/1q1p4/3N2N1/2pnPBn1/3P4/PPPQ2PP/R4RK1 b kq - 1 13,d4e2 g1h1 b6g1 f1g1 g4f2,2180,hard,98,80,2870,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,approved,"Approved hard Sacrifice puzzle with popularity 98, 2870 plays, and rating deviation 80"
Wqfdj,2q3k1/R4p2/4p1p1/3pQ2p/P1rP4/7P/5PP1/6K1 w - - 0 30,e5f6,2q3k1/R4p2/4pQp1/3p3p/P1rP4/7P/5PP1/6K1 b - - 1 30,c4c1 g1h2 c8b8 f6e5 b8a7,1322,easy,100,75,4273,crushing endgame fork long,approved,"Approved easy Fork puzzle with popularity 100, 4273 plays, and rating deviation 75"
WuxN7,2r3kr/1N1b1ppp/p1nQ4/8/6B1/2P3Pq/P1P2P1P/3RR1K1 b - - 0 21,d7g4,2r3kr/1N3ppp/p1nQ4/8/6b1/2P3Pq/P1P2P1P/3RR1K1 w - - 0 22,d6d8 c8d8 d1d8 c6d8 e1e8,2023,hard,98,77,2605,backRankMate long mate mateIn3 middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 98, 2605 plays, and rating deviation 77"
Wvenm,r1b2R2/pp1k3p/1bp2B2/8/1Pr5/8/P5PP/4R2K b - - 1 29,b6f2,r1b2R2/pp1k3p/2p2B2/8/1Pr5/8/P4bPP/4R2K w - - 2 30,e1e7 d7d6 f8d8 c8d7 d8d7,2038,hard,99,76,1885,long mate mateIn3 middlegame,approved,"Approved hard Mate puzzle with popularity 99, 1885 plays, and rating deviation 76"
Wyo4y,1k1r4/1p5p/6p1/8/1PnB4/R2pP1PP/5P2/3K4 w - - 5 31,a3a4,1k1r4/1p5p/6p1/8/RPnB4/3pP1PP/5P2/3K4 b - - 6 31,d8d4 e3d4 c4b2 d1d2 b2a4,1495,medium,100,75,3740,advantage endgame exposedKing fork long sacrifice,approved,"Approved medium Fork puzzle with popularity 100, 3740 plays, and rating deviation 75"
WzNXU,4rrk1/2p2pp1/2p2Nnp/p3P2Q/8/3P3R/Pq4PP/4R1K1 b - - 1 20,g8h8,4rr1k/2p2pp1/2p2Nnp/p3P2Q/8/3P3R/Pq4PP/4R1K1 w - - 2 21,h5h6 g7h6 h3h6 h8g7 h6h7,1328,easy,100,74,6410,hookMate kingsideAttack long mate mateIn3 middlegame sacrifice,approved,"Approved easy Sacrifice puzzle with popularity 100, 6410 plays, and rating deviation 74"
X1pV9,6k1/pp3ppp/3p4/3Pn1P1/8/2P3Q1/P2qr2P/1R3R1K w - - 4 26,b1b7,6k1/pR3ppp/3p4/3Pn1P1/8/2P3Q1/P2qr2P/5R1K b - - 0 26,d2d5 g3f3 e2h2 h1h2 e5f3,2108,hard,100,74,1041,attraction crushing deflection endgame fork long,approved,"Approved hard Fork puzzle with popularity 100, 1041 plays, and rating deviation 74"
X5c5O,5rk1/p1R2ppp/1p3q2/nB4r1/1Q6/5P2/P4P1P/4RK2 b - - 6 23,f6f3,5rk1/p1R2ppp/1p6/nB4r1/1Q6/5q2/P4P1P/4RK2 w - - 0 24,b4f8 g8f8 c7c8,1225,easy,100,75,4112,attraction mate mateIn2 middlegame sacrifice short,approved,"Approved easy Sacrifice puzzle with popularity 100, 4112 plays, and rating deviation 75"
X7byR,5k2/R7/1P6/P6p/4pp1P/1r6/8/4K3 b - - 2 55,f4f3,5k2/R7/1P6/P6p/4p2P/1r3p2/8/4K3 w - - 0 56,b6b7 b3b1 e1f2,1509,medium,100,76,4626,advancedPawn crushing endgame rookEndgame short,approved,"Approved medium Advanced pawn tactics puzzle with popularity 100, 4626 plays, and rating deviation 76"
XDQto,5rk1/3R1r1p/pq3P1Q/n1bB1p2/5P2/2P5/P6P/5R1K b - - 0 31,g8h8,5r1k/3R1r1p/pq3P1Q/n1bB1p2/5P2/2P5/P6P/5R1K w - - 1 32,h6g7 f7g7 f6g7,2039,hard,99,77,1325,advancedPawn mate mateIn2 middlegame sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 99, 1325 plays, and rating deviation 77"
XIdpN,8/8/8/2pnBkp1/4n3/3K1N1P/6P1/8 b - - 4 42,d5b6,8/8/1n6/2p1Bkp1/4n3/3K1N1P/6P1/8 w - - 5 43,g2g4 f5g6 d3e4,1242,easy,100,75,5999,crushing deflection endgame short,approved,"Approved easy Deflection puzzle with popularity 100, 5999 plays, and rating deviation 75"
XJ6TL,2n5/2P3p1/3k3p/3pN3/5K2/4P2P/6P1/8 w - - 4 48,f4f5,2n5/2P3p1/3k3p/3pNK2/8/4P2P/6P1/8 b - - 5 48,c8e7 f5f4 g7g5 f4f3 d6e5,2026,hard,100,76,1286,crushing deflection endgame knightEndgame long master,approved,"Approved hard Deflection puzzle with popularity 100, 1286 plays, and rating deviation 76"
XKyQ4,r1b2r1k/3pN1pp/p7/1p2p3/1P2PP2/P1K5/q3Q3/3R3R b - - 0 31,a2e2,r1b2r1k/3pN1pp/p7/1p2p3/1P2PP2/P1K5/4q3/3R3R w - - 0 32,h1h7 h8h7 d1h1 e2h2 h1h2,1647,medium,100,77,3391,anastasiaMate attraction long mate mateIn3 middlegame sacrifice,approved,"Approved medium Sacrifice puzzle with popularity 100, 3391 plays, and rating deviation 77"
XTJuF,5r2/R4P2/p2k2P1/1r1p4/5K2/4P3/8/8 b - - 2 53,b5a5,5r2/R4P2/p2k2P1/r2p4/5K2/4P3/8/8 w - - 3 54,g6g7 f8f7 a7f7,1202,easy,100,75,13527,advancedPawn crushing endgame rookEndgame short,approved,"Approved easy Advanced pawn tactics puzzle with popularity 100, 13527 plays, and rating deviation 75"
XXp6g,2r4k/2p5/pp2PNp1/2p2n1p/5P2/7P/PPP3q1/2KRR3 b - - 2 28,h8g7,2r5/2p3k1/pp2PNp1/2p2n1p/5P2/7P/PPP3q1/2KRR3 w - - 3 29,d1d7 f5e7 d7e7 g7f6 e7f7,2091,hard,100,77,1367,endgame long mate mateIn3,approved,"Approved hard Mate puzzle with popularity 100, 1367 plays, and rating deviation 77"
XmDXX,7k/2b2qp1/p6p/2pR4/4pP1Q/P3P3/1B4PP/6K1 b - - 0 29,f7d5,7k/2b3p1/p6p/2pq4/4pP1Q/P3P3/1B4PP/6K1 w - - 0 30,h4h6 h8g8 h6g7,1408,medium,100,75,3604,endgame mate mateIn2 pin short,approved,"Approved medium Pin puzzle with popularity 100, 3604 plays, and rating deviation 75"
XpdRd,8/5p2/5P2/1P1k2P1/8/3b2K1/8/8 b - - 0 43,d3b5,8/5p2/5P2/1b1k2P1/8/6K1/8/8 w - - 0 44,g5g6 d5e6 g6g7 e6f6 g7g8q,1168,easy,100,76,4339,advancedPawn bishopEndgame crushing endgame long promotion,approved,"Approved easy Promotion puzzle with popularity 100, 4339 plays, and rating deviation 76"
XvhqG,5bk1/5p1p/p1N1bn2/2p5/P1N4q/1P2Q2P/2P4K/4R3 w - - 1 39,e3g3,5bk1/5p1p/p1N1bn2/2p5/P1N4q/1P4QP/2P4K/4R3 b - - 2 39,f6g4 g3g4 e6g4,2079,hard,100,79,1528,crushing middlegame pin short,approved,"Approved hard Pin puzzle with popularity 100, 1528 plays, and rating deviation 79"
Xw11f,8/8/1pbk2p1/P3r2p/2R1PK1P/P7/8/8 b - - 0 37,b6a5,8/8/2bk2p1/p3r2p/2R1PK1P/P7/8/8 w - - 0 38,c4c6 d6c6 f4e5 g6g5 h4g5,1480,medium,100,75,3931,crushing deflection endgame long,approved,"Approved medium Deflection puzzle with popularity 100, 3931 plays, and rating deviation 75"
XwD3t,rnb1k2r/ppp3p1/4q2p/4Qp2/7B/2P1bN2/P1P3PP/RK3B1R w kq - 1 15,e5g7,rnb1k2r/ppp3Q1/4q2p/5p2/7B/2P1bN2/P1P3PP/RK3B1R b kq - 0 15,e6b6 f1b5 b6b5,1002,easy,100,76,6700,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 6700 plays, and rating deviation 76"
XxwyZ,r4b2/2k2p2/2b1n2q/2p1N3/pp2P3/3P2QB/PPP5/1K3R2 b - - 3 30,f8d6,r7/2k2p2/2bbn2q/2p1N3/pp2P3/3P2QB/PPP5/1K3R2 w - - 4 31,f1f7 c7b6 e5c4 b6a6 g3d6,2017,hard,98,77,2203,advantage discoveredAttack exposedKing fork long middlegame pin,approved,"Approved hard Fork puzzle with popularity 98, 2203 plays, and rating deviation 77"
Y0eDs,6k1/2pr2p1/3r3p/R2P4/P7/3B2P1/2P3K1/8 b - - 0 45,d6d5,6k1/2pr2p1/7p/R2r4/P7/3B2P1/2P3K1/8 w - - 0 46,a5d5 d7d5 d3c4,2105,hard,98,75,2511,crushing endgame pin short,approved,"Approved hard Pin puzzle with popularity 98, 2511 plays, and rating deviation 75"
Y0k3G,3r2k1/4R3/1R6/4p1P1/P3P2P/2p2P2/1pP5/1K6 w - - 7 53,e7e5,3r2k1/8/1R6/4R1P1/P3P2P/2p2P2/1pP5/1K6 b - - 0 53,d8d1 b1a2 d1a1 a2b3 b2b1q,1482,medium,100,76,3543,advancedPawn crushing deflection endgame long promotion rookEndgame,approved,"Approved medium Deflection puzzle with popularity 100, 3543 plays, and rating deviation 76"
Y0x7B,r1r2k2/2q1p3/3p1nQ1/3N4/4P3/5P2/1pP3RP/1K6 b - - 1 26,c7c4,r1r2k2/4p3/3p1nQ1/3N4/2q1P3/5P2/1pP3RP/1K6 w - - 2 27,g6g7 f8e8 g7e7,1475,medium,100,77,3809,mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 3809 plays, and rating deviation 77"
Y2UUk,5rk1/pp3b1p/5rPq/3pN1R1/3PpP2/8/P1P4Q/2K3R1 b - - 0 27,h6h2,5rk1/pp3b1p/5rP1/3pN1R1/3PpP2/8/P1P4q/2K3R1 w - - 0 28,g6f7 g8h8 g5g8 f8g8 g1g8,1410,medium,100,77,3843,advancedPawn discoveredCheck doubleCheck long mate mateIn3 middlegame,approved,"Approved medium Mate puzzle with popularity 100, 3843 plays, and rating deviation 77"
Y2wGz,r1b2r2/pp2bkpQ/4pp2/2qpP3/2N5/6R1/P5PP/5R1K b - - 3 23,c5c4,r1b2r2/pp2bkpQ/4pp2/3pP3/2q5/6R1/P5PP/5R1K w - - 0 24,h7g6 f7g8 g6g7,2102,hard,100,76,1333,mate mateIn2 middlegame pin short,approved,"Approved hard Pin puzzle with popularity 100, 1333 plays, and rating deviation 76"
YGwcZ,6k1/6p1/p7/1p3n1p/4NP1q/P2P1Q2/1PP2K1P/8 w - - 4 34,f2e2,6k1/6p1/p7/1p3n1p/4NP1q/P2P1Q2/1PP1K2P/8 b - - 5 34,f5d4 e2e3 d4f3,1249,easy,100,75,4971,crushing endgame fork master short,approved,"Approved easy Fork puzzle with popularity 100, 4971 plays, and rating deviation 75"
YIQz7,5r1k/2p1q1pp/r4b2/3B2n1/1P1P4/B1P2R2/2Q3PP/RN4K1 w - - 1 21,f3f1,5r1k/2p1q1pp/r4b2/3B2n1/1P1P4/B1P5/2Q3PP/RN3RK1 b - - 2 21,f6d4 c3d4 e7e3 c2f2 f8f2,2004,hard,99,77,1048,crushing kingsideAttack long middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 99, 1048 plays, and rating deviation 77"
YLNfg,4r1k1/1p6/p2q1n1Q/5p2/1PPp4/P2P1B1P/1B3P2/2R1K3 w - - 0 31,e1d2,4r1k1/1p6/p2q1n1Q/5p2/1PPp4/P2P1B1P/1B1K1P2/2R5 b - - 1 31,f6e4 d3e4 d6h6,1349,easy,100,74,4894,advantage discoveredAttack middlegame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 4894 plays, and rating deviation 74"
YOCvT,8/5p1k/1p2bQp1/p4P1p/8/7P/6PK/3q4 b - - 0 54,d1f1,8/5p1k/1p2bQp1/p4P1p/8/7P/6PK/5q2 w - - 1 55,f5g6 f7g6 f6f1,1368,easy,100,76,3978,crushing discoveredAttack endgame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 3978 plays, and rating deviation 76"
YP6DB,3rnQ2/3q2Rk/1p1b1P1p/p1p1p3/P3P3/4P2P/1P5K/6R1 b - - 0 37,e8g7,3r1Q2/3q2nk/1p1b1P1p/p1p1p3/P3P3/4P2P/1P5K/6R1 w - - 0 38,g1g7 d7g7 f8g7,1396,easy,100,75,4054,endgame fork mate mateIn2 short,approved,"Approved easy Fork puzzle with popularity 100, 4054 plays, and rating deviation 75"
YQqSg,8/1p6/p7/PP3k2/2P4p/8/5K2/8 b - - 0 52,f5e4,8/1p6/p7/PP6/2P1k2p/8/5K2/8 w - - 1 53,c4c5 e4d5 c5c6 b7c6 b5a6,2009,hard,98,75,2496,crushing deflection endgame long pawnEndgame quietMove,approved,"Approved hard Deflection puzzle with popularity 98, 2496 plays, and rating deviation 75"
YS0wW,r5nQ/1p3k2/p4pR1/2p1pPn1/4P3/P1P5/1P4PK/1q6 b - - 13 40,b1e4,r5nQ/1p3k2/p4pR1/2p1pPn1/4q3/P1P5/1P4PK/8 w - - 0 41,g6g7 f7f8 h8g8,2156,hard,98,77,2333,endgame exposedKing mate mateIn2 short,approved,"Approved hard Mate puzzle with popularity 98, 2333 plays, and rating deviation 77"
YYrj5,rn2r1k1/5pp1/2p3qp/1p3b2/pb1PN3/P5P1/1PQN1PBP/2R1R1K1 b - - 0 18,b4d2,rn2r1k1/5pp1/2p3qp/1p3b2/p2PN3/P5P1/1PQb1PBP/2R1R1K1 w - - 0 19,e4f6 g6f6 e1e8,2145,hard,98,79,2423,advantage discoveredAttack kingsideAttack middlegame short,approved,"Approved hard Discovered attack puzzle with popularity 98, 2423 plays, and rating deviation 79"
YcvxH,3r4/5p1p/6pk/4R3/3N1nP1/7P/PP3K2/8 w - - 0 32,d4e2,3r4/5p1p/6pk/4R3/5nP1/7P/PP2NK2/8 b - - 1 32,f4d3 f2e3 d3e5,1397,easy,100,77,5444,advantage endgame fork short,approved,"Approved easy Fork puzzle with popularity 100, 5444 plays, and rating deviation 77"
YgRnX,7R/P4pp1/4p1k1/4P3/5n2/6p1/1r5r/R3N1K1 w - - 2 39,a7a8q,Q6R/5pp1/4p1k1/4P3/5n2/6p1/1r5r/R3N1K1 b - - 0 39,f4e2 g1f1 h2f2,2087,hard,99,75,1438,mate mateIn2 middlegame short,approved,"Approved hard Mate puzzle with popularity 99, 1438 plays, and rating deviation 75"
Yi9wf,r2q1rk1/1b3p2/4N1p1/p2p3n/Pp1P4/4PQ2/1P3P1P/2R1K1R1 b - - 0 24,f7e6,r2q1rk1/1b6/4p1p1/p2p3n/Pp1P4/4PQ2/1P3P1P/2R1K1R1 w - - 0 25,f3h5 f8f6 g1g6 f6g6 h5g6,2152,hard,100,77,1097,crushing exposedKing kingsideAttack long middlegame pin,approved,"Approved hard Pin puzzle with popularity 100, 1097 plays, and rating deviation 77"
YkM7B,8/7R/1p2p1k1/p1b1B3/P1P2P2/1PK5/4r3/8 w - - 23 56,h7d7,8/3R4/1p2p1k1/p1b1B3/P1P2P2/1PK5/4r3/8 b - - 24 56,c5b4 c3d3 e2d2 d3e4 d2d7,1373,easy,100,76,3553,crushing endgame long skewer,approved,"Approved easy Skewer puzzle with popularity 100, 3553 plays, and rating deviation 76"
YtJsl,r5k1/3R3p/1p2p1p1/p2p4/8/PP1Pq3/1B4PP/5R1K b - - 2 26,e3d3,r5k1/3R3p/1p2p1p1/p2p4/8/PP1q4/1B4PP/5R1K w - - 0 27,d7g7 g8h8 g7a7 d5d4 a7a8,2003,hard,100,76,1151,crushing discoveredAttack endgame long,approved,"Approved hard Discovered attack puzzle with popularity 100, 1151 plays, and rating deviation 76"
Yu3nP,8/Q1k2p2/p2pbN2/1p2p3/4P2q/1P1P1B1P/P5PK/2r5 b - - 9 43,c7d8,3k4/Q4p2/p2pbN2/1p2p3/4P2q/1P1P1B1P/P5PK/2r5 w - - 10 44,a7b8 d8e7 b8e8 e7f6 e8d8 f6g7 d8h4,2092,hard,98,76,1389,crushing endgame exposedKing sacrifice skewer veryLong,approved,"Approved hard Skewer puzzle with popularity 98, 1389 plays, and rating deviation 76"
Yxv4P,2r5/p1p3kR/1p1p2p1/3q4/3b4/8/P1Q2rR1/7K b - - 0 29,g7h7,2r5/p1p4k/1p1p2p1/3q4/3b4/8/P1Q2rR1/7K w - - 0 30,c2g6 h7h8 g6h6,1400,medium,100,76,4472,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 4472 plays, and rating deviation 76"
Z2Da9,r5k1/1pq1bpp1/p1p2n1p/4p2P/4P1bB/2N3Q1/PPP1BPP1/2KR4 b - - 0 17,g4h5,r5k1/1pq1bpp1/p1p2n1p/4p2b/4P2B/2N3Q1/PPP1BPP1/2KR4 w - - 0 18,h4f6 e7f6 e2h5,1315,easy,100,75,5183,advantage capturingDefender intermezzo middlegame pin short,approved,"Approved easy Pin puzzle with popularity 100, 5183 plays, and rating deviation 75"
Z2PVU,3r4/6p1/1pR3p1/4k3/1P2N2r/P4P1n/5PKP/7R w - - 5 32,c6g6,3r4/6p1/1p4R1/4k3/1P2N2r/P4P1n/5PKP/7R b - - 0 32,h3f4 g2g3 f4g6,1107,easy,100,76,13109,advantage endgame fork short,approved,"Approved easy Fork puzzle with popularity 100, 13109 plays, and rating deviation 76"
Z6pek,3r3r/pk3pQ1/1p2p3/6q1/8/P1P5/4nPPP/R4R1K w - - 0 22,g7g5,3r3r/pk3p2/1p2p3/6Q1/8/P1P5/4nPPP/R4R1K b - - 0 22,h8h2 h1h2 d8h8 g5h4 h8h4,1265,easy,100,75,5334,anastasiaMate attraction endgame long mate mateIn3 sacrifice,approved,"Approved easy Sacrifice puzzle with popularity 100, 5334 plays, and rating deviation 75"
ZDfj6,1r6/8/7p/1p1Pkp2/2n3P1/1R1K3P/5B2/8 b - - 0 43,f5g4,1r6/8/7p/1p1Pk3/2n3p1/1R1K3P/5B2/8 w - - 0 44,f2g3 e5d5 g3b8,1458,medium,100,75,4171,crushing endgame short skewer,approved,"Approved medium Skewer puzzle with popularity 100, 4171 plays, and rating deviation 75"
ZF3EI,4rr1k/2p3pp/p4q2/1p6/8/1Q6/PP2RPPP/R5K1 w - - 5 25,a1e1,4rr1k/2p3pp/p4q2/1p6/8/1Q6/PP2RPPP/4R1K1 b - - 6 25,f6f2 e2f2 e8e1 f2f1 e1f1,1500,medium,100,74,3401,deflection endgame long mate mateIn3 sacrifice,approved,"Approved medium Deflection puzzle with popularity 100, 3401 plays, and rating deviation 74"
ZJU2m,4r1rk/1b2b2p/p4n2/2p1pP2/1pQ5/1P1N3q/P1BR2P1/2B1R1K1 w - - 0 29,d3e5,4r1rk/1b2b2p/p4n2/2p1NP2/1pQ5/1P5q/P1BR2P1/2B1R1K1 b - - 0 29,g8g2 d2g2 h3g2,1302,easy,100,75,4090,kingsideAttack mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 4090 plays, and rating deviation 75"
ZLspT,2r5/5r1k/p5p1/1p4Q1/3R2p1/8/PPq4P/KR6 w - - 2 31,d4g4,2r5/5r1k/p5p1/1p4Q1/6R1/8/PPq4P/KR6 b - - 0 31,c2b1 a1b1 f7f1 g5c1 f1c1,1411,medium,100,75,3767,attraction endgame long mate mateIn3 sacrifice,approved,"Approved medium Sacrifice puzzle with popularity 100, 3767 plays, and rating deviation 75"
ZMyOz,2B5/8/1k5R/p2pP3/3P4/b1pr4/8/K7 b - - 1 43,b6b5,2B5/8/7R/pk1pP3/3P4/b1pr4/8/K7 w - - 2 44,c8a6 b5a4 a6d3 c3c2 d3c2,1443,medium,100,75,3375,crushing endgame long skewer,approved,"Approved medium Skewer puzzle with popularity 100, 3375 plays, and rating deviation 75"
ZOWhk,8/7k/3B3p/2P2K1P/p1n3p1/6P1/8/8 w - - 1 51,d6e5,8/7k/7p/2P1BK1P/p1n3p1/6P1/8/8 b - - 2 51,c4e5 f5e5 a4a3 c5c6 a3a2 c6c7 a2a1q,1468,medium,100,75,4704,advancedPawn crushing endgame promotion veryLong,approved,"Approved medium Promotion puzzle with popularity 100, 4704 plays, and rating deviation 75"
ZV3pY,8/6pk/p3Q2p/1p1p4/3Pnq2/2P2N2/PP4PP/6K1 w - - 3 37,g1h1,8/6pk/p3Q2p/1p1p4/3Pnq2/2P2N2/PP4PP/7K b - - 4 37,f4c1 f3e1 c1e1,1138,easy,100,79,7215,backRankMate endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 7215 plays, and rating deviation 79"
ZZRDX,2r3k1/pQ4pp/4p3/5p1P/5P2/3r4/PP3q1P/1Rn2K1B w - - 0 25,f1f2,2r3k1/pQ4pp/4p3/5p1P/5P2/3r4/PP3K1P/1Rn4B b - - 0 25,c8c2 f2e1 c2e2 e1f1 d3d1,1460,medium,100,74,5596,endgame exposedKing long mate mateIn3,approved,"Approved medium Mate puzzle with popularity 100, 5596 plays, and rating deviation 74"
Zbhfg,4R3/2P5/3K1k2/8/5p2/8/8/2r5 b - - 2 56,f6f5,4R3/2P5/3K4/5k2/5p2/8/8/2r5 w - - 3 57,e8e5 f5g4 e5c5 c1c5 d6c5 f4f3 c7c8q,2048,hard,99,77,1376,advancedPawn crushing endgame promotion rookEndgame veryLong,approved,"Approved hard Promotion puzzle with popularity 99, 1376 plays, and rating deviation 77"
Zcp3Y,8/4rkb1/Q6q/Pp4R1/2pp4/3P3P/1PP3PK/8 w - - 1 39,a6b5,8/4rkb1/7q/PQ4R1/2pp4/3P3P/1PP3PK/8 b - - 0 39,g7e5 g5e5 h6f4 g2g3 f4e5 b5e5 e7e5,2217,hard,100,76,1222,attraction crushing endgame sacrifice veryLong,approved,"Approved hard Sacrifice puzzle with popularity 100, 1222 plays, and rating deviation 76"
ZdDoT,2K5/7R/8/7R/8/1r3pb1/5k2/8 w - - 1 57,h5g5,2K5/7R/8/6R1/8/1r3pb1/5k2/8 b - - 2 57,b3b8 c8d7 b8b7 d7e6 b7h7,1465,medium,100,76,2818,crushing endgame long skewer,approved,"Approved medium Skewer puzzle with popularity 100, 2818 plays, and rating deviation 76"
ZkDCE,8/pkp5/1pn2p2/3r4/3Pq3/1PB3Q1/2PR2PP/6K1 w - - 6 26,g3d3,8/pkp5/1pn2p2/3r4/3Pq3/1PBQ4/2PR2PP/6K1 b - - 7 26,e4e1 d3f1 e1e3 f1f2 e3c3,1466,medium,100,76,3607,advantage endgame fork long,approved,"Approved medium Fork puzzle with popularity 100, 3607 plays, and rating deviation 76"
ZkGZ7,8/4Rpbk/6p1/1P5p/p2pQP1P/q1r3P1/7K/4R3 w - - 0 42,e7f7,8/5Rbk/6p1/1P5p/p2pQP1P/q1r3P1/7K/4R3 b - - 0 42,a3a2 e1e2 a2f7,2012,hard,99,76,1369,advantage endgame fork master short,approved,"Approved hard Fork puzzle with popularity 99, 1369 plays, and rating deviation 76"
Zm7Ng,6rk/7p/1p1pN2P/3P1P2/p1n1P3/Pn4q1/1PB1Q3/1K5R w - - 0 35,e2c4,6rk/7p/1p1pN2P/3P1P2/p1Q1P3/Pn4q1/1PB5/1K5R b - - 0 35,b3d2 b1a2 d2c4,955,easy,100,77,15546,crushing fork middlegame short,approved,"Approved easy Fork puzzle with popularity 100, 15546 plays, and rating deviation 77"
ZpyS3,2R5/5Rpk/p3r3/1p2p2p/6qP/4P1N1/PP3P2/6K1 b - - 0 33,g4h4,2R5/5Rpk/p3r3/1p2p2p/7q/4P1N1/PP3P2/6K1 w - - 0 34,f7g7 h7g7 g3f5 g7f6 f5h4,1431,medium,100,75,4656,advantage attraction endgame fork long sacrifice,approved,"Approved medium Fork puzzle with popularity 100, 4656 plays, and rating deviation 75"
Zr9vc,2r5/p4pkp/6p1/4P3/3pBR2/1q2n3/2PQ2PP/2K4R w - - 0 24,d2d4,2r5/p4pkp/6p1/4P3/3QBR2/1q2n3/2P3PP/2K4R b - - 0 24,c8c2 e4c2 b3c2,1402,medium,100,76,4268,master mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 4268 plays, and rating deviation 76"
ZrX4f,r2q1rk1/1ppb4/p1n1p1pQ/2b1P3/8/P4N2/1PP2PPP/R2R2K1 b - - 0 17,c6e5,r2q1rk1/1ppb4/p3p1pQ/2b1n3/8/P4N2/1PP2PPP/R2R2K1 w - - 0 18,f3e5 d8f6 e5d7 c5f2 g1h1,2162,hard,99,76,1272,advantage fork hangingPiece long middlegame,approved,"Approved hard Fork puzzle with popularity 99, 1272 plays, and rating deviation 76"
ZsAx3,r1r2k2/pp1b1p2/4pQ2/3pN3/5P2/2P5/PP3q1P/2KR4 b - - 1 24,d7e8,r1r1bk2/pp3p2/4pQ2/3pN3/5P2/2P5/PP3q1P/2KR4 w - - 2 25,e5g6 f8g8 f6h8,1387,easy,100,75,4262,mate mateIn2 middlegame pin short,approved,"Approved easy Pin puzzle with popularity 100, 4262 plays, and rating deviation 75"
